symbol,timeframe,slice_combination,regime,regime_symbol,diagnostic_status,regime_window_rows,slice_n,slice_mean_ret_costadj,slice_win_rate,slice_t_stat_nw,slice_p_value_nw,slice_pass,baseline_mean_ret_costadj,excess_vs_baseline,best_parent_filter,best_parent_mean_ret_costadj,excess_vs_best_parent,rank,bin_mode,validation_n_folds,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,best_fwd_horizon,search_wide_family_size_regime,search_wide_rank_regime,search_wide_bh_pass_regime,search_wide_bonferroni_pass_regime,research_shard_id,candidate_key,strict_gate_pass,status,live_decay_flag,not_regime_evaluated,all_regime_mean_ret_costadj,regime_excess_vs_all,regime_candidate_status
BCH/USD,1d,cross_USO_state_ext=stretched_down + state_ext=neutral,bear,BTC/USD,ok,481,22,0.0163780396995324,0.5,0.7668829228270341,0.4431511279019693,False,-0.0016414836365081275,0.018019523336040528,cross_USO_state_ext=stretched_down,0.009393569834253684,0.006984469865278717,20,rolling,4,long,rejected,late_emerging_valid_supported,63,False,18,True,0.0588585342800632,0.0656391479985142,state_ext=neutral,0.042107634610709,0.0303702518739901,0,0,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,91,False,False,crypto-1d-00,,False,,,False,0.02050096904433224,-0.004122929344799839,regime_switching_research_only
BTC/USD,1d,state_ext=neutral + state_vol=mid_vol,bear,BTC/USD,ok,481,30,0.016317640515003267,0.5666666666666667,0.9075715242818656,0.36410464472040394,False,0.0006290702691403881,0.015688570245862878,state_vol=mid_vol,0.018395007094893636,-0.002077366579890369,34,rolling,4,short,rejected,late_emerging_valid_supported,53,False,34,True,0.0200330315018162,0.0211067097517377,state_vol=mid_vol,0.0143478061542676,0.0305562267544976,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,81,False,False,crypto-1d-00,BTC/USD|1d|state_ext=neutral + state_vol=mid_vol|rolling,False,research_only,False,False,0.008505263454046072,0.007812377060957195,regime_switching_research_only
DOT/USD,1d,cross_USO_state_ext=stretched_down + state_ext=stretched_down,bear,BTC/USD,ok,223,77,0.01537127689583903,0.5324675324675324,1.1468986386047475,0.2514235154230866,False,0.011264956948685099,0.004106319947153931,cross_USO_state_ext=stretched_down,0.014073461218164817,0.0012978156776742127,34,rolling,4,short,rejected,late_emerging_valid_supported,111,False,73,True,0.0298155832663,0.0139798764533463,cross_USO_state_ext=stretched_down,0.0008198439287995,0.0164588606321907,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,63,False,False,crypto-1d-01,,False,,,False,0.0074362565641755566,0.007935020331663472,regime_switching_research_only
XRP/USD,1d,cross_USO_state_slope=uptrend + state_slope=flat,bear,BTC/USD,ok,207,25,0.015084418203945092,0.64,1.3780448942996095,0.16818942759441313,False,-0.004451566326740498,0.019535984530685592,state_slope=flat,-1.603101590731863e-05,0.01510044921985241,40,rolling,4,long,rejected,late_emerging_valid_supported,29,False,57,True,0.0147725220149678,0.0295123926971724,state_slope=flat,0.0107775199014456,0.0360202137331788,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,54,False,False,crypto-1d-02,,False,,,False,0.008867730480933683,0.00621668772301141,regime_switching_research_only
SUSHI/USD,1d,state_ret_day=ret_day_up + state_ext=stretched_up,bear,BTC/USD,ok,481,44,0.014320182859637754,0.6136363636363636,0.7482456593040571,0.45431199493133967,False,0.0029078217429439196,0.011412361116693834,state_ext=stretched_up,0.01584677048356844,-0.0015265876239306843,34,rolling,4,short,rejected,late_emerging_recent_only,195,False,72,True,0.0352993411574836,0.0255373275947867,state_ret_day=ret_day_up,0.0052965340886487,0.047916866895834,1,1,0.25,0,8,7,6,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,95,False,False,crypto-1d-02,SUSHI/USD|1d|state_ret_day=ret_day_up + state_ext=stretched_up|rolling,False,research_only,False,False,0.005063495443231925,0.00925668741640583,regime_switching_research_only
CRV/USD,1d,state_ret_day=ret_day_flat + state_ext=stretched_up,bear,BTC/USD,ok,223,18,0.014259113604136306,0.5555555555555556,0.561190764058295,0.5746674984972269,False,-0.0061788542615246475,0.020437967865660954,state_ret_day=ret_day_flat,0.007097416388396316,0.00716169721573999,31,rolling,4,short,rejected,late_emerging_valid_supported,46,False,38,True,0.0382024246742985,0.0264878357766762,state_ext=stretched_up,0.0020341046550887,0.0380169016320639,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,105,False,False,crypto-1d-01,CRV/USD|1d|state_ret_day=ret_day_flat + state_ext=stretched_up|rolling,False,research_only,False,False,0.008780016777047674,0.005479096827088631,regime_switching_research_only
BTC/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bear,BTC/USD,ok,481,9,0.013973340713365673,0.5555555555555556,1.200933948224179,0.22977682423447554,False,0.0006290702691403881,0.013344270444225285,cross_USO_state_vol=low_vol,0.007795433841510374,0.006177906871855299,14,rolling,4,short,rejected,late_emerging_recent_only,174,False,57,True,0.0143403455134545,0.015414023763376,cross_USO_state_vol=low_vol,0.0138786359121817,0.0151628443755882,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,62,False,False,crypto-1d-00,,False,,,False,5.2362765801230634e-05,0.013920977947564443,unsupported
LTC/USD,1d,cross_USO_state_slope=uptrend + state_ext=stretched_down,bear,BTC/USD,ok,481,75,0.013436365058754672,0.4666666666666667,0.7536242573250285,0.4510748743823987,False,-0.0015229865555246454,0.014959351614279318,cross_USO_state_slope=uptrend,0.004282173253112073,0.009154191805642599,44,rolling,4,short,rejected,late_emerging_valid_supported,109,False,97,True,0.0206697825613263,0.0184807023327844,cross_USO_state_slope=uptrend,0.0098291958180142,0.0325678356603589,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,94,False,False,crypto-1d-02,,False,,,False,0.0057566260687968674,0.007679738989957804,regime_switching_research_only
XRP/USD,1d,cross_TLT_state_slope=uptrend + state_slope=flat,bear,BTC/USD,ok,207,36,0.012567243287221728,0.6111111111111112,1.2724038957752193,0.2032296506090714,False,0.004051566326740499,0.008515676960481229,state_slope=flat,-0.0003839689840926858,0.012951212271314414,49,rolling,4,short,rejected,late_emerging_valid_supported,65,False,29,True,0.0170540795423139,0.0093142088601093,cross_TLT_state_slope=uptrend,0.0142418288408886,0.0448703184338663,0,0,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,57,False,False,crypto-1d-02,,False,,,False,0.0004104564002204681,0.01215678688700126,regime_switching_research_only
LTC/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral + state_ext=stretched_up,bear,BTC/USD,ok,481,7,0.012191586031013548,0.8571428571428571,1.6515654737216188,0.09862316326332587,False,-0.0015229865555246454,0.013714572586538194,cross_TLT_state_ext=neutral + state_ext=stretched_up,0.024333400856643816,-0.012141814825630268,28,rolling,4,short,rejected,late_emerging_recent_only,33,False,37,True,0.0195778223811629,0.017388742152621,cross_USO_state_slope=uptrend + state_ext=stretched_up,0.0003307204637394,0.0360844109869677,1,1,0.25,0,8,6,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,42,False,False,crypto-1d-02,,False,,,False,0.0013811556895027962,0.010810430341510753,unsupported
ETH/USD,1d,cross_USO_state_vol=mid_vol + state_ext=stretched_down,bear,BTC/USD,ok,481,153,0.011676423221525583,0.5228758169934641,1.1274835228183222,0.25953810320080906,False,-0.0002810016380972383,0.01195742485962282,cross_USO_state_vol=mid_vol,0.010813091181849565,0.0008633320396760173,33,rolling,4,short,rejected,late_emerging_valid_supported,190,False,75,True,0.0334917202533297,0.0356002680107532,cross_USO_state_vol=mid_vol,0.0157307595694545,0.0373221300900783,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,64,False,False,crypto-1d-01,,False,,,False,0.0054342130967254074,0.006242210124800175,regime_switching_research_only
SOL/USD,1d,cross_TLT_state_ext=stretched_down + state_ext=stretched_down,bear,BTC/USD,ok,452,130,0.011424890563440223,0.5846153846153846,0.5243254134772497,0.6000522239240438,False,0.00548090682985157,0.005943983733588653,cross_TLT_state_ext=stretched_down,0.010279186455717852,0.0011457041077223718,32,rolling,4,short,rejected,late_emerging_recent_only,213,False,16,True,0.0220823093521289,0.0192931025925097,cross_TLT_state_ext=stretched_down,0.0147296879935666,0.0428406804430814,1,1,0.25,0,7,7,6,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,106,False,False,crypto-1d-02,,False,,,False,0.00588925289724633,0.005535637666193893,regime_switching_research_only
CRV/USD,1d,state_ext=stretched_up + state_slope=flat,bear,BTC/USD,ok,223,22,0.01057483877382407,0.6363636363636364,0.6758412278350107,0.4991414557629017,False,-0.0061788542615246475,0.016753693035348717,state_ext=stretched_up,-2.885642543339289e-05,0.010603695199257463,32,rolling,4,short,rejected,late_emerging_valid_supported,52,False,35,True,0.062653108080759,0.0509385191831368,state_ext=stretched_up,0.0264847880615493,0.0102946759220603,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,99,False,False,crypto-1d-01,CRV/USD|1d|state_ext=stretched_up + state_slope=flat|rolling,False,research_only,False,False,0.02436395883613977,-0.0137891200623157,regime_switching_research_only
LTC/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_slope=uptrend + state_ext=neutral,bear,BTC/USD,ok,481,9,0.009960224737272393,0.7777777777777778,1.0965320471030282,0.27284600674693316,False,0.0011229865555246444,0.008837238181747748,cross_USO_state_slope=uptrend + state_ext=neutral,0.022164913845067743,-0.01220468910779535,45,rolling,4,long,rejected,late_emerging_valid_supported,6,False,16,True,0.0150357412300262,0.0242248214585681,cross_USO_state_slope=uptrend + state_ext=neutral,0.004720611760396,0.0211466401370159,0,0,0.0,0,8,7,7,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,67,False,False,crypto-1d-02,,False,,,False,0.008227563823205617,0.0017326609140667758,unsupported
SOL/USD,1d,cross_USO_state_vol=high_vol + state_ext=neutral,bear,BTC/USD,ok,452,19,0.009749340980484108,0.47368421052631576,0.7628273837101358,0.44556634768418046,False,-0.005880906829851569,0.015630247810335677,cross_USO_state_vol=high_vol,0.013521764730896908,-0.0037724237504128,2,rolling,4,long,survived,clean_survivor_wf_failed,19,True,29,True,0.0178164357867568,0.0276056425463759,state_ext=neutral,0.0103873628597318,0.0447526989612445,0,0,0.0,6,8,8,7,16.75,survived,survived,survived,rejected,rejected,survived,survived,survived,5,136,92,False,False,crypto-1d-02,,False,,,False,0.04384541662764107,-0.03409607564715696,regime_switching_research_only
BTC/USD,1d,cross_USO_state_vol=high_vol + state_ext=stretched_up,bear,BTC/USD,ok,481,28,0.008135890344228878,0.6428571428571429,0.7346691837077002,0.4625409924163093,False,-0.0010290702691403912,0.009164960613369268,cross_USO_state_vol=high_vol,0.007938780854679438,0.00019710948954944005,16,rolling,4,long,rejected,late_emerging_valid_supported,60,False,105,True,0.0136404591200567,0.0195667808701353,cross_USO_state_vol=high_vol,0.0089305913533929,0.0326720918667231,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,97,False,False,crypto-1d-00,,False,,,False,0.011680557385998758,-0.0035446670417698806,regime_switching_research_only
DOT/USD,1h,state_ret_day=ret_day_up + state_ext=stretched_down,bear,BTC/USD,ok,2785,8,0.007898423334203118,0.625,0.9866763454673366,0.3238013298570803,False,0.0003225903269501033,0.007575833007253015,state_ret_day=ret_day_up,0.0011705570014349934,0.006727866332768125,7,rolling,4,short,rejected,late_emerging_valid_supported,27,False,18,True,0.007070945126099,0.0104347015213906,state_ret_day=ret_day_up,0.0085933029865968,0.002839945420183,0,0,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,78,False,False,crypto-1h-01,,False,,,False,0.004618936125384502,0.0032794872088186162,unsupported
DOGE/USD,1d,state_volume=vol_quiet + state_ext=stretched_down,bear,BTC/USD,ok,481,154,0.007390772265988623,0.5714285714285714,0.8597027965638513,0.3899528928202085,False,0.00568994070669353,0.0017008315592950927,state_volume=vol_quiet,0.007143720887181905,0.00024705137880671763,36,rolling,4,short,rejected,late_emerging_valid_supported,255,False,135,True,0.021372881347497,0.0143267545792097,state_volume=vol_quiet,0.0105942549618951,0.0446377651465774,0,0,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,85,False,False,crypto-1d-01,,False,,,False,0.010892691960247747,-0.003501919694259124,regime_switching_research_only
XRP/USD,1h,cross_USO_state_slope=uptrend + cross_TLT_state_slope=uptrend + state_ext=stretched_down,bear,BTC/USD,ok,2791,55,0.006297075205562732,0.5818181818181818,1.8772718675596263,0.060480841922606166,False,-0.0008324190624128295,0.007129494267975561,cross_TLT_state_slope=uptrend + state_ext=stretched_down,0.004222327905094267,0.0020747473004684653,18,rolling,4,long,rejected,late_emerging_valid_supported,26,False,59,True,0.005167794461248,0.0086067668194469,cross_TLT_state_slope=uptrend + state_ext=stretched_down,0.0019979618053663,0.0394904838754537,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,34,False,False,crypto-1h-02,,False,,,False,0.005044871136796893,0.0012522040687658392,regime_switching_research_only
BCH/USD,1d,cross_USO_state_slope=downtrend + state_ext=neutral,bear,BTC/USD,ok,481,28,0.005807576397540598,0.5,0.280227669114017,0.7793028398478588,False,-0.0016414836365081275,0.007449060034048725,cross_USO_state_slope=downtrend,0.0030709102056076317,0.002736666191932966,10,rolling,4,long,rejected,late_emerging_valid_supported,68,False,20,True,0.0466698457879844,0.0534504595064354,state_ext=neutral,0.0299189461186302,0.0325062143662238,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,120,False,False,crypto-1d-00,,False,,,False,0.011155894831821401,-0.0053483184342808035,regime_switching_research_only
UNI/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bear,BTC/USD,ok,481,12,0.005561182281202062,0.6666666666666666,0.4045755896687683,0.685789504587925,False,-0.005108010175154697,0.010669192456356759,cross_USO_state_vol=low_vol,-0.004433921045605853,0.009995103326807916,6,rolling,4,short,rejected,late_emerging_regime_switching,154,False,53,True,0.0420626106020483,0.040000038203261,cross_USO_state_vol=low_vol,0.0205775428467625,0.0001944587868201,2,1001,0.5,0,8,8,7,8.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,111,False,False,crypto-1d-02,,False,,,False,0.004532278434905207,0.001028903846296855,unsupported
LTC/USD,1d,cross_USO_state_slope=uptrend + state_ext=stretched_up,bear,BTC/USD,ok,481,13,0.005163702416918285,0.6153846153846154,0.8040074829041287,0.4213926534404069,False,-0.0015229865555246454,0.00668668897244293,cross_USO_state_slope=uptrend,0.004282173253112073,0.0008815291638062115,18,rolling,4,short,rejected,late_emerging_recent_only,60,False,44,True,0.0192471019174234,0.0170580216888815,state_ext=stretched_up,0.0083934318660926,0.0119634796765499,1,1,0.25,0,8,7,8,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,90,False,False,crypto-1d-02,,False,,,False,0.013219602099757364,-0.008055899682839079,unsupported
BCH/USD,1d,state_ext=neutral + state_slope=uptrend,bear,BTC/USD,ok,481,16,0.0047033790328547265,0.375,0.1577650361317245,0.8746419506861007,False,-0.0016414836365081275,0.006344862669362854,state_slope=uptrend,0.0009082017339923859,0.0037951772988623405,26,rolling,4,long,rejected,late_emerging_valid_supported,52,False,24,True,0.0502442729753296,0.0570248866937806,state_ext=neutral,0.0334933733059754,0.0048091644486811,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,129,False,False,crypto-1d-00,BCH/USD|1d|state_ext=neutral + state_slope=uptrend|rolling,False,research_only,False,False,0.009057886879925937,-0.0043545078470712106,regime_switching_research_only
AVAX/USD,1d,cross_TLT_state_slope=downtrend + state_ext=neutral,bear,BTC/USD,ok,481,7,0.004426964776773757,0.5714285714285714,0.17425320079822895,0.8616664768313964,False,0.004908754160857508,-0.0004817893840837516,cross_TLT_state_slope=downtrend,-0.001093889712664796,0.005520854489438553,23,rolling,4,short,rejected,late_emerging_valid_supported,19,False,18,True,0.033204817565509,0.029007025161466,cross_TLT_state_slope=downtrend,0.0182001711319146,0.0281996001887248,0,0,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,127,False,False,crypto-1d-00,,False,,,False,0.01297622063963409,-0.008549255862860334,unsupported
AVAX/USD,1d,cross_USO_state_vol=mid_vol + state_ext=stretched_down,bear,BTC/USD,ok,481,151,0.004405350899948463,0.5827814569536424,0.3247466188697045,0.7453728484770552,False,0.004908754160857508,-0.0005034032609090456,state_ext=stretched_down,0.008758449909059192,-0.0043530990091107296,8,rolling,4,short,rejected,late_emerging_recent_only,222,False,81,True,0.0371033857361939,0.032905593332151,cross_USO_state_vol=mid_vol,0.0053072652419978,0.0045044949069015,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,117,False,False,crypto-1d-00,,False,,,False,0.00990656220457522,-0.005501211304626758,unsupported
SUSHI/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bear,BTC/USD,ok,481,9,0.004127664515895514,0.6666666666666666,0.21405249341602348,0.8305061218796366,False,0.0029078217429439196,0.0012198427729515947,state_ext=stretched_up,0.01584677048356844,-0.011719105967672925,13,rolling,4,short,rejected,late_emerging_recent_only,169,False,40,True,0.0883389316391844,0.0785769180764874,cross_USO_state_vol=low_vol,0.055749244157296,6.976967914518184e-08,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,124,False,False,crypto-1d-02,,False,,,False,0.026697672102742646,-0.022570007586847133,unsupported
CRV/USD,1d,cross_USO_state_slope=flat + state_slope=flat,bear,BTC/USD,ok,223,25,0.003527256012598796,0.6,0.1579750625763195,0.8744764491264319,False,-0.0061788542615246475,0.009706110274123443,cross_USO_state_slope=flat,0.005414002574199942,-0.0018867465616011461,35,rolling,4,short,rejected,late_emerging_valid_supported,40,False,48,True,0.0573897319033904,0.0456751430057681,state_slope=flat,0.0348269641756454,0.0084578498556764,0,0,0.0,0,7,7,6,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,128,False,False,crypto-1d-01,,False,,,False,0.015544570395724953,-0.012017314383126157,regime_switching_research_only
BCH/USD,1h,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=downtrend + state_ext=neutral,bear,BTC/USD,ok,2789,5,0.0035202760722247593,0.6,1.2612482097597764,0.20721943417048272,False,-0.0005456474209068121,0.004065923493131571,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=downtrend,0.0035777881918726026,-5.75121196478433e-05,2,rolling,4,long,rejected,late_emerging_recent_only,50,False,16,True,0.0081220266705254,0.0123674050681179,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=downtrend,0.0064636511051751,0.0013461598336732,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,59,False,False,crypto-1h-00,,False,,,False,0.0017966775314766092,0.00172359854074815,unsupported
LTC/USD,1h,state_ext=stretched_up + state_slope=flat,bear,BTC/USD,ok,2792,27,0.003293016597745015,0.6666666666666666,0.7567890700343903,0.4491762420652339,False,4.489311633955794e-05,0.003248123481405457,state_ext=stretched_up,0.0002548370956782279,0.0030381795020667872,2,rolling,4,short,rejected,late_emerging_recent_only,98,False,23,True,0.0043718683279058,0.0082082536390616,state_ext=stretched_up,0.0039318233969607,0.0041446578407171,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,93,False,False,crypto-1h-02,,False,,,False,0.005825776844895829,-0.002532760247150814,regime_switching_research_only
LTC/USD,1d,state_ret_day=ret_day_up + state_ext=stretched_up,bear,BTC/USD,ok,481,38,0.002795832380614963,0.6052631578947368,0.2318566938799374,0.8166493212649852,False,-0.0015229865555246454,0.004318818936139609,state_ret_day=ret_day_up,0.003983807655950828,-0.0011879752753358652,14,rolling,4,short,rejected,late_emerging_recent_only,174,False,80,True,0.0255290787331902,0.0233399985046482,state_ext=stretched_up,0.0146754086818594,0.0201650213218842,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,122,False,False,crypto-1d-02,LTC/USD|1d|state_ret_day=ret_day_up + state_ext=stretched_up|rolling,False,research_only,False,False,0.013728821769154175,-0.010932989388539212,regime_switching_research_only
AVAX/USD,1d,state_volume=vol_surge + state_ext=neutral,bear,BTC/USD,ok,481,8,0.002463668332050216,0.625,0.17664325591189092,0.8597886150072029,False,0.004908754160857508,-0.0024450858288072924,state_volume=vol_surge,0.019412598300793355,-0.01694892996874314,30,rolling,4,short,rejected,late_emerging_valid_supported,19,False,24,True,0.0234850751931166,0.0192872827890736,state_volume=vol_surge,0.0158586584874856,0.0365958590181865,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,126,False,False,crypto-1d-00,,False,,,False,0.00910984505201138,-0.006646176719961164,unsupported
AAVE/USD,1d,cross_USO_state_ext=stretched_up + state_ext=stretched_up,bear,BTC/USD,ok,481,36,0.0018426453287440714,0.5555555555555556,0.06796282536897573,0.9458152268903317,False,-0.009803211926236514,0.011645857254980584,cross_USO_state_ext=stretched_up,0.005852045037275919,-0.004009399708531847,32,rolling,4,short,rejected,late_emerging_valid_supported,212,False,60,True,0.0337956521900294,0.0312927405348991,cross_USO_state_ext=stretched_up,0.0180573215157912,0.0328298989596702,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,132,False,False,crypto-1d-00,,False,,,False,0.019463598205324655,-0.017620952876580585,regime_switching_research_only
CRV/USD,1h,state_weekpart=weekend + state_ext=stretched_up + state_vol=low_vol,bear,BTC/USD,ok,2785,34,0.0013908251481228391,0.5588235294117647,0.38124616729278105,0.7030205947296384,False,0.0001891084825125637,0.0012017166656102755,state_weekpart=weekend + state_vol=low_vol,0.0015676019228334527,-0.0001767767747106136,4,rolling,4,short,rejected,late_emerging_recent_only,144,False,34,True,0.0109057454721743,0.0150326335032227,state_weekpart=weekend + state_ext=stretched_up,0.0067930066940011,3.463670796177709e-06,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,113,False,False,crypto-1h-01,,False,,,False,0.002548553193834859,-0.00115772804571202,regime_switching_research_only
LTC/USD,1h,cross_TLT_state_slope=uptrend + state_ext=stretched_down,bear,BTC/USD,ok,2792,170,0.0011383864059686544,0.6470588235294118,0.2255061982366926,0.8215855040498761,False,-0.00044489311633955753,0.001583279522308212,cross_TLT_state_slope=uptrend,0.0012886605112680562,-0.00015027410529940173,1,rolling,4,long,rejected,late_emerging_recent_only,267,False,39,True,0.0066164532289929,0.0097800679178371,state_ext=stretched_down,0.006804473549032,0.0179730254203402,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,123,False,False,crypto-1h-02,,False,,,False,0.002452754930331983,-0.0013143685243633286,regime_switching_research_only
LTC/USD,1d,cross_USO_state_ext=stretched_up + state_ext=stretched_up,bear,BTC/USD,ok,481,25,0.0009137185560001063,0.6,0.06218330512144545,0.9504168573416643,False,-0.0015229865555246454,0.0024367051115247516,cross_USO_state_ext=stretched_up,0.003713757763595121,-0.002800039207595015,17,rolling,4,short,rejected,late_emerging_recent_only,188,False,52,True,0.019523779756827,0.017334699528285,state_ext=stretched_up,0.0086701097054961,0.0031127523954905,1,1,0.25,0,8,7,8,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,134,False,False,crypto-1d-02,,False,,,False,0.009210635225461934,-0.008296916669461828,regime_switching_research_only
DOT/USD,1h,state_ret_day=ret_day_flat + state_ext=stretched_up + state_slope=uptrend,bear,BTC/USD,ok,2785,37,0.0005230605090273309,0.4864864864864865,0.1387331104321471,0.8896610527527227,False,0.0003225903269501033,0.0002004701820772276,state_ret_day=ret_day_flat + state_slope=uptrend,0.004269680179737991,-0.00374661967071066,9,rolling,4,short,rejected,late_emerging_valid_supported,98,False,22,True,0.0071145793403984,0.01047833573569,state_ret_day=ret_day_flat + state_ext=stretched_up,0.0078649763657638,0.0278279448556144,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,130,False,False,crypto-1h-01,,False,,,False,0.003746582579219465,-0.003223522070192134,regime_switching_research_only
DOGE/USD,1h,state_ext=stretched_up + state_vol=high_vol,bear,BTC/USD,ok,2789,60,0.00021689019963869896,0.6333333333333333,0.044632301274657414,0.9644003956117893,False,0.0003007367676985631,-8.384656805986415e-05,state_ext=stretched_up,0.0019029678331845936,-0.0016860776335458946,1,rolling,4,short,rejected,late_emerging_regime_switching,362,False,38,True,0.0139153509798041,0.0175150613243558,state_ext=stretched_up,0.014131386817834,0.0038651230944175,2,11,0.5,0,8,8,8,9.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,136,False,False,crypto-1h-01,,False,,,False,0.0024250025826934364,-0.0022081123830547376,unsupported
DOGE/USD,1h,state_weekpart=weekday + state_ext=stretched_up + state_vol=high_vol,bear,BTC/USD,ok,2789,51,-0.0003233046459407547,0.5882352941176471,-0.057138656355642664,0.954434743389575,False,0.0003007367676985631,-0.0006240414136393178,state_weekpart=weekday + state_ext=stretched_up,0.001956234150457905,-0.00227953879639866,2,rolling,4,short,rejected,late_emerging_regime_switching,261,False,30,True,0.0167271860676045,0.0203268964121562,state_ext=stretched_up + state_vol=high_vol,0.0028118350878004,0.0044056605317199,2,11,0.5,0,8,8,8,9.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,135,False,False,crypto-1h-01,,False,,,False,0.003136935719468354,-0.0034602403654091086,unsupported
LTC/USD,1d,cross_USO_state_slope=flat + cross_TLT_state_ext=neutral + state_ext=stretched_down,bear,BTC/USD,ok,481,22,-0.0014365259006439229,0.5454545454545454,-0.12261973348623864,0.9024082273056742,False,0.0011229865555246444,-0.0025595124561685672,cross_USO_state_slope=flat + state_ext=stretched_down,0.027323786124869437,-0.02876031202551336,21,rolling,4,long,rejected,late_emerging_valid_supported,52,False,46,True,0.0253971179729625,0.0345861982015045,cross_USO_state_slope=flat + state_ext=stretched_down,0.0061935015931418,0.0375934819491194,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,131,False,False,crypto-1d-02,,False,,,False,0.00930979501209238,-0.010746320912736303,unsupported
