symbol,timeframe,slice_combination,regime,regime_symbol,diagnostic_status,regime_window_rows,slice_n,slice_mean_ret_costadj,slice_win_rate,slice_t_stat_nw,slice_p_value_nw,slice_pass,baseline_mean_ret_costadj,excess_vs_baseline,best_parent_filter,best_parent_mean_ret_costadj,excess_vs_best_parent
CRV/USD,1h,state_weekpart=weekend + state_ext=stretched_up + state_vol=low_vol,bull,BTC/USD,ok,2307,75,0.0011480915758971437,0.6,0.33448358499445785,0.7380146756005037,False,0.0014433108531442967,-0.00029521927724715296,state_ext=stretched_up,0.00429973444349838,-0.003151642867601236
CRV/USD,1h,state_weekpart=weekend + state_ext=stretched_up + state_vol=low_vol,bear,BTC/USD,ok,2785,34,0.0013908251481228391,0.5588235294117647,0.38124616729278105,0.7030205947296384,False,0.0001891084825125637,0.0012017166656102755,state_weekpart=weekend + state_vol=low_vol,0.0015676019228334527,-0.0001767767747106136
CRV/USD,1h,state_weekpart=weekend + state_ext=stretched_up + state_vol=low_vol,neutral,BTC/USD,ok,3781,69,0.004641268772089028,0.6231884057971014,1.2999337185487836,0.19362368726790002,False,3.0726246645722614e-05,0.004610542525443305,state_weekpart=weekend + state_ext=stretched_up,0.004482076411994121,0.00015919236009490686
CRV/USD,1h,state_weekpart=weekend + state_ext=stretched_up + state_vol=low_vol,regime_warmup,BTC/USD,ok,199,0,,,,,False,-0.011049322654098564,,state_weekpart=weekend + state_ext=stretched_up,-0.0052535272016317565,
AAVE/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_slope=uptrend + state_ext=stretched_up,all,BTC/USD,ok,1830,44,0.05737416116661975,0.7045454545454546,3.2441557173618585,0.001177993277498235,True,-0.0038038282031588764,0.061177989369778626,cross_USO_state_slope=uptrend + state_ext=stretched_up,0.04295533939125402,0.014418821775365735
AAVE/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_slope=uptrend + state_ext=stretched_up,bull,BTC/USD,ok,515,19,0.03603965485444377,0.5789473684210527,1.339005443977563,0.18056890064817122,False,-0.006850746648017595,0.042890401502461366,cross_USO_state_slope=uptrend + state_ext=stretched_up,0.04794692912125718,-0.011907274266813407
AAVE/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_slope=uptrend + state_ext=stretched_up,bear,BTC/USD,ok,481,12,0.09918291256216889,1.0,5.493999315413559,3.929320113726931e-08,False,-0.009803211926236514,0.1089861244884054,cross_USO_state_slope=uptrend + cross_TLT_state_slope=uptrend,0.031069847366186617,0.06811306519598227
AAVE/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_slope=uptrend + state_ext=stretched_up,neutral,BTC/USD,ok,637,13,0.04996266910390853,0.6153846153846154,1.4380436658930589,0.15042166497535536,False,0.0009862562402196836,0.04897641286368885,cross_USO_state_slope=uptrend + state_ext=stretched_up,0.0537334524332822,-0.003770783329373674
AAVE/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_slope=uptrend + state_ext=stretched_up,regime_warmup,BTC/USD,ok,197,0,,,,,False,0.003320957479432192,,state_ext=stretched_up,0.03109459430005056,
SOL/USD,1d,cross_USO_state_slope=uptrend + state_slope=uptrend,all,BTC/USD,ok,1414,63,0.05099572495028119,0.7142857142857143,4.731989572938397,2.2232983649672633e-06,True,-0.02675543787870287,0.07775116282898406,cross_USO_state_slope=uptrend,0.01205330351981383,0.03894242143046736
SOL/USD,1d,cross_USO_state_slope=uptrend + state_slope=uptrend,bull,BTC/USD,ok,289,25,0.05182680524187004,0.76,3.521168839954356,0.0004296489536295134,True,-0.11127433325793668,0.16310113849980673,cross_USO_state_slope=uptrend,0.013920863171907544,0.0379059420699625
SOL/USD,1d,cross_USO_state_slope=uptrend + state_slope=uptrend,bear,BTC/USD,ok,452,2,0.2190638319776187,0.5,1.8244299202071197,0.06808710207292434,False,0.00548090682985157,0.2135829251477671,cross_USO_state_slope=uptrend,0.023044835480267836,0.19601899649735086
SOL/USD,1d,cross_USO_state_slope=uptrend + state_slope=uptrend,neutral,BTC/USD,ok,474,36,0.04108146880182575,0.6944444444444444,4.264227699565229,2.0059480513534567e-05,True,0.0021374891144601018,0.03894397968736565,state_slope=uptrend,0.0026719589627433966,0.038409509839082354
SOL/USD,1d,cross_USO_state_slope=uptrend + state_slope=uptrend,regime_warmup,BTC/USD,ok,199,0,,,,,False,-0.04605249535823696,,,,
DOT/USD,1d,state_ext=stretched_up + state_vol=low_vol,all,BTC/USD,ok,1066,47,0.047969266792683,0.7446808510638298,3.24869117993775,0.0011593727131868903,True,0.0033786206883847474,0.04459064610429825,state_vol=low_vol,0.017190325457466973,0.030778941335216026
