rank,symbol,timeframe,slice_combination,bin_mode,validation_n_folds,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,search_wide_family_size,search_wide_rank,search_wide_bh_pass,search_wide_bonferroni_pass
11,DOT/USD,1h,state_volume=vol_normal + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,437,False,245,False,-0.0029298490969153533,0.0004323325412331318,state_volume=vol_normal,0.00031722895850177894,0.0029917639992183,0,0000,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,284,True,False
12,DOGE/USD,1h,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=flat + state_ext=neutral,rolling,4,long,rejected,interesting_but_failed_gate,996,False,589,False,-0.0015331657786175133,0.0017807633130742123,cross_ETH/USD_state_slope=flat + state_ext=neutral,0.0003061853872149971,0.029911601616003924,0,0000,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,420,False,False
13,CRV/USD,1h,cross_BTC/USD_state_vol=mid_vol + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,968,False,646,False,-0.004200171872246399,4.8536525493423147e-05,state_ext=neutral,0.00028549864278202587,0.00037806102265314223,0,0000,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,191,True,False
14,LINK/USD,1h,cross_ETH/USD_state_vol=low_vol + state_ext=neutral,rolling,4,long,rejected,interesting_but_failed_gate,1605,False,1143,False,-0.0019475013015528648,0.0009944282824153204,cross_ETH/USD_state_vol=low_vol,0.0002600965758960468,0.0008300396706455437,0,0000,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,221,True,False
15,DOGE/USD,1h,cross_ETH/USD_state_slope=flat + state_ext=neutral,rolling,4,long,rejected,interesting_but_failed_gate,1722,False,946,False,-0.0018393511658325104,0.0014745779258592152,cross_ETH/USD_state_slope=flat,0.00025164452422178586,0.002832307335824069,0,0000,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,279,True,False
16,DOT/USD,1h,state_weekpart=weekend + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,1162,False,586,False,-0.0025599571787141887,0.0008022244594342964,state_weekpart=weekend,0.0002495867246018399,0.006147272391702874,0,0000,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,329,True,False
17,LINK/USD,1h,cross_BTC/USD_state_vol=low_vol + state_ext=neutral,rolling,4,long,rejected,interesting_but_failed_gate,1021,False,818,False,-0.0025455772712238986,0.0003963523127442866,state_ext=neutral,0.00021206949817539032,0.00027446891913074367,0,0000,0.0,0,7,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,181,True,False
18,LINK/USD,1h,state_ext=neutral + state_vol=low_vol,rolling,4,long,rejected,interesting_but_failed_gate,2029,False,1299,False,-0.0019149813518165425,0.0010269482321516427,state_vol=low_vol,0.0001960422774244545,0.0015663781174111158,0,0000,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,256,True,False
19,LINK/USD,1h,cross_ETH/USD_state_vol=mid_vol + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,1156,False,579,False,-0.0035569166265518727,0.0005011537894799426,cross_ETH/USD_state_vol=mid_vol,0.00016186415613108664,0.0006551812991657524,0,0000,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,213,True,False
20,DOGE/USD,1h,state_ret_day=ret_day_up + state_ext=neutral,rolling,4,long,rejected,interesting_but_failed_gate,743,False,616,False,-0.002962451532763008,0.00035147755892871776,state_ext=neutral,6.865786394834837e-05,0.00013677681077872705,0,0000,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,156,True,False
21,LINK/USD,1h,state_ext=neutral + state_vol=mid_vol,rolling,4,short,rejected,interesting_but_failed_gate,1046,False,526,False,-0.0035501735867162426,0.0005078968293155727,state_vol=mid_vol,4.062849825465934e-05,0.00038385658926776145,0,0000,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,192,True,False
22,CRV/USD,1h,state_weekpart=weekend + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_valid_supported,316,False,79,True,0.004549838304007643,0.008798546701747467,state_ext=stretched_up,0.005995134937504985,0.04871419459047699,0,0000,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,459,False,False
23,CRV/USD,1h,cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_valid_supported,461,False,177,True,0.004773569526656279,0.009022277924396102,cross_ETH/USD_state_slope=uptrend + state_ext=stretched_up,0.002243614736298451,0.02569043812201599,0,0000,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,404,False,False
24,LINK/USD,1h,cross_BTC/USD_state_slope=downtrend + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,1109,False,519,False,-0.0027683075037501165,0.0012897629122816988,cross_BTC/USD_state_slope=downtrend,0.000654704614882417,0.0027818972710784706,0,0000,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,277,True,False
25,DOGE/USD,1h,state_utc_session=utc_asia + state_volume=vol_quiet,rolling,4,short,rejected,interesting_but_failed_gate,893,False,389,False,-0.0028020352148020824,0.0008840356935061935,state_utc_session=utc_asia,0.0006044411468761651,0.00013718255778716326,0,0000,0.0,0,8,7,6,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,157,True,False
26,DOGE/USD,1h,cross_BTC/USD_state_slope=downtrend + state_slope=flat,rolling,4,short,rejected,interesting_but_failed_gate,512,False,256,False,-0.0032140727361056674,0.00047199817220260846,cross_BTC/USD_state_slope=downtrend,0.0005270387150555092,0.013850264520959943,0,0000,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,366,True,False
27,DOGE/USD,1h,state_ext=neutral + state_slope=downtrend,rolling,4,short,rejected,interesting_but_failed_gate,921,False,425,False,-0.003080893647775231,0.0006051772605330449,state_slope=downtrend,0.00048581423014776954,0.0009200737606001042,0,0000,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,225,True,False
28,LINK/USD,1h,state_ext=neutral + state_slope=downtrend,rolling,4,short,rejected,interesting_but_failed_gate,907,False,424,False,-0.0034434210304104813,0.000614649385621334,state_slope=downtrend,0.00043263425722807726,0.0037791465640459876,0,0000,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,295,True,False
29,DOGE/USD,1h,cross_BTC/USD_state_slope=downtrend + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,1102,False,551,False,-0.00331837607960526,0.00036769482870301594,cross_BTC/USD_state_slope=downtrend,0.0004227353715559167,0.0001489609055060903,0,0000,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,159,True,False
30,LINK/USD,1h,cross_ETH/USD_state_slope=downtrend + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,1039,False,524,False,-0.0032556282099710614,0.000802442206060754,cross_ETH/USD_state_slope=downtrend,0.0004205666669069002,0.0009586452729730688,0,0000,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,229,True,False
31,LINK/USD,1h,cross_BTC/USD_state_slope=flat + state_ext=neutral,rolling,4,long,rejected,interesting_but_failed_gate,1403,False,812,False,-0.00157165093894331,0.0013702786450248753,cross_BTC/USD_state_slope=flat,0.0003900145762267607,0.03486770983284471,0,0000,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,426,False,False
32,LINK/USD,1h,cross_ETH/USD_state_slope=uptrend + state_slope=uptrend,rolling,4,short,rejected,interesting_but_failed_gate,1230,False,608,False,-0.002085603079008954,0.0019724673370228613,cross_ETH/USD_state_slope=uptrend,0.00037925427187400365,0.029321163289327767,0,0000,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,419,False,False
33,CRV/USD,1h,state_ret_day=ret_day_flat + state_ext=neutral,rolling,4,long,rejected,interesting_but_failed_gate,1584,False,919,False,-0.0021227244023935806,0.0006285671998665998,state_ret_day=ret_day_flat,0.0003783209457987875,0.01521996053595509,0,0000,0.0,0,7,7,6,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,371,True,False
34,CRV/USD,1h,cross_ETH/USD_state_vol=low_vol + state_ext=neutral,rolling,4,long,rejected,interesting_but_failed_gate,1303,False,965,False,-0.002162660253521452,0.0005886313487387285,state_ext=neutral,0.00035166923145012446,0.01166081679386588,0,0000,0.0,0,7,7,6,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,357,True,False
35,DOGE/USD,1h,cross_ETH/USD_state_slope=downtrend + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,1060,False,554,False,-0.0035133128471604726,0.00017275806114780325,cross_ETH/USD_state_slope=downtrend,0.00034535453888520943,3.159020968945825e-05,0,0000,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,122,True,True
36,CRV/USD,1h,state_utc_session=utc_asia + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,1184,False,579,False,-0.0032777298644038307,0.0009709785333359916,state_utc_session=utc_asia,0.0003390860846350812,0.0014534398357972655,0,0000,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,253,True,False
37,DOT/USD,1h,state_utc_session=utc_asia + state_ext=neutral + state_slope=flat,rolling,4,short,rejected,interesting_but_failed_gate,644,False,348,False,-0.003155665445135758,0.00020651619301272723,state_utc_session=utc_asia + state_ext=neutral,0.0003290860184465799,0.005639230901543613,0,0000,0.0,0,7,7,6,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,326,True,False
38,DOGE/USD,1h,state_utc_session=utc_us + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,1147,False,722,False,-0.0032607654116395056,0.0004253054966687703,state_utc_session=utc_us,0.00010786735216653832,2.52042498010141e-05,0,0000,0.0,0,8,7,6,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,116,True,True
39,DOGE/USD,1h,state_utc_session=utc_us + state_volume=vol_quiet,rolling,4,long,rejected,interesting_but_failed_gate,906,False,400,False,-0.0029188219072064214,0.0003951071844853042,state_volume=vol_quiet,9.906859708436319e-05,0.0017168338415354256,0,0000,0.0,0,8,7,6,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,259,True,False
40,LINK/USD,1h,cross_BTC/USD_state_slope=uptrend + state_slope=uptrend,rolling,4,short,rejected,interesting_but_failed_gate,1208,False,626,False,-0.002889581834568249,0.0011684885814635662,state_slope=uptrend,9.003352427076157e-05,0.0024351079941271614,0,0000,0.0,0,8,7,6,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,270,True,False
41,DOGE/USD,1h,cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=flat + state_ext=neutral,rolling,4,long,rejected,interesting_but_failed_gate,1688,False,934,False,-0.0017736836430891935,0.001540245448602532,cross_ETH/USD_state_slope=flat + state_ext=neutral,6.566752274331689e-05,0.002901966901986075,0,0000,0.0,0,8,7,6,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,283,True,False
42,DOT/USD,1h,state_ext=neutral + state_vol=mid_vol,rolling,4,short,rejected,interesting_but_failed_gate,1169,False,544,False,-0.002785212095667457,0.0005769695424810281,state_vol=mid_vol,4.4706744553081774e-05,0.004944062792455073,0,0000,0.0,0,8,7,6,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,314,True,False
43,DOT/USD,1h,cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=flat + state_ext=neutral,rolling,4,long,rejected,interesting_but_failed_gate,1584,False,831,False,-0.002050468285676617,0.0015873500761748988,cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=flat,4.1073816430027294e-05,0.005715601220856126,0,0000,0.0,0,8,7,6,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,327,True,False
44,CRV/USD,1h,state_utc_session=utc_us + state_slope=flat,rolling,4,short,rejected,interesting_but_failed_gate,682,False,364,False,-0.00280280931770052,0.0014458990800393025,state_slope=flat,0.0013600173228924396,0.029068741831737688,0,0000,0.0,0,8,8,4,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,418,False,False
45,LINK/USD,1h,cross_ETH/USD_state_slope=downtrend + state_slope=flat,rolling,4,short,rejected,interesting_but_failed_gate,360,False,161,False,-0.0026086951088141468,0.0014493753072176685,cross_ETH/USD_state_slope=downtrend,0.0010674997680638148,0.04485174147149129,0,0000,0.0,0,8,8,4,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,452,False,False
46,CRV/USD,1h,cross_BTC/USD_state_slope=downtrend + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,954,False,441,False,-0.003496351786476052,0.0007523566112637705,state_ext=neutral,0.0009893187285523733,0.021615892726392083,0,0000,0.0,0,8,8,4,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,397,False,False
47,CRV/USD,1h,cross_ETH/USD_state_slope=downtrend + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,939,False,433,False,-0.0035381914236814398,0.0007105169740583826,state_ext=neutral,0.0009474790913469853,0.026765259731868607,0,0000,0.0,0,7,8,4,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,409,False,False
48,DOT/USD,1h,cross_BTC/USD_state_ext=neutral + state_ext=stretched_down,rolling,4,short,rejected,interesting_but_failed_gate,912,False,344,False,-0.0027169903485690216,0.0006451912895794635,cross_BTC/USD_state_ext=neutral,0.0006588645987343619,0.035963546771391464,0,0000,0.0,0,8,8,4,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,428,False,False
49,LINK/USD,1h,cross_BTC/USD_state_vol=high_vol + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,1491,False,436,False,-0.00309458183071472,0.0009634885853170953,cross_BTC/USD_state_vol=high_vol,0.0003259346890608448,0.018565540203800968,0,0000,0.0,0,8,8,4,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,388,False,False
50,LINK/USD,1h,state_weekpart=weekend + state_ext=neutral,rolling,4,long,rejected,interesting_but_failed_gate,1286,False,650,False,-0.002276236969516058,0.000665692614452127,state_weekpart=weekend,0.00029447439941761473,0.005362107696872176,0,0000,0.0,0,7,7,5,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,321,True,False
51,LINK/USD,1h,cross_BTC/USD_state_slope=downtrend + state_slope=flat,rolling,4,short,rejected,interesting_but_failed_gate,485,False,223,False,-0.0031536058664216778,0.0009044645496101376,cross_BTC/USD_state_slope=downtrend,0.00026940625221085574,0.007001872694679445,0,0000,0.0,0,8,8,4,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,332,True,False
52,CRV/USD,1h,state_weekpart=weekend + state_ext=neutral,rolling,4,long,rejected,interesting_but_failed_gate,1078,False,558,False,-0.0022460837597391634,0.0005052078425210171,state_ext=neutral,0.00026824572523241304,0.034738983115995214,0,0000,0.0,0,8,7,5,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,425,False,False
53,DOGE/USD,1h,cross_ETH/USD_state_slope=downtrend + state_slope=flat,rolling,4,short,rejected,interesting_but_failed_gate,448,False,220,False,-0.0036338725681815194,5.219834012675645e-05,cross_ETH/USD_state_slope=downtrend,0.00022479481786416263,0.0071071754595744,0,0000,0.0,0,7,7,5,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,333,True,False
54,DOT/USD,1h,state_volume=vol_surge + state_ext=stretched_down,rolling,4,long,rejected,interesting_but_failed_gate,673,False,224,False,-0.0029705028039251316,0.0006673155579263843,state_ext=stretched_down,0.0002023510443578333,0.03064292451960049,0,0000,0.0,0,8,8,4,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,421,False,False
55,LINK/USD,1h,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=neutral + state_ext=neutral,rolling,4,long,rejected,interesting_but_failed_gate,1031,False,616,False,-0.00221745570305205,0.0007244738809161354,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=neutral,0.00011272371604913742,0.012348546039175456,0,0000,0.0,0,8,8,4,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,359,True,False
56,LINK/USD,1h,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_ext=neutral + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,1003,False,460,False,-0.0025415822290400084,0.0015164881869918069,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_ext=neutral,6.400855366175354e-05,0.008335203450143158,0,0000,0.0,0,8,8,4,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,339,True,False
57,LINK/USD,1h,cross_ETH/USD_state_vol=mid_vol + state_ext=stretched_down,rolling,4,short,rejected,interesting_but_failed_gate,376,False,185,False,-0.0036703215727122342,0.0003877488433195811,cross_ETH/USD_state_vol=mid_vol,4.84592099707251e-05,0.015549883640013418,0,0000,0.0,0,8,7,5,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,375,True,False
58,DOGE/USD,1h,cross_BTC/USD_state_ext=neutral + state_ext=stretched_down,rolling,4,short,rejected,interesting_but_failed_gate,858,False,193,False,-0.0029305482545576383,0.0007555226537506376,cross_BTC/USD_state_ext=neutral,0.000728720012749734,0.0364254608155008,0,0000,0.0,0,8,8,3,6.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,432,False,False
59,DOGE/USD,1h,cross_ETH/USD_state_slope=flat + state_slope=downtrend,rolling,4,short,rejected,interesting_but_failed_gate,393,False,113,False,-0.0030562284638044916,0.0006298424445037843,state_slope=downtrend,0.0005104794141185089,0.03621403543419044,0,0000,0.0,0,8,8,3,6.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,430,False,False
60,DOT/USD,1h,state_weekpart=weekday + state_ext=stretched_down,rolling,4,short,rejected,interesting_but_failed_gate,1065,False,345,False,-0.0031211939058488824,0.0002409877322996027,state_weekpart=weekday,0.0004648409919785724,0.028337185821411204,0,0000,0.0,0,6,7,4,6.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,415,False,False
61,DOGE/USD,1h,cross_BTC/USD_state_slope=uptrend + state_slope=uptrend,rolling,4,short,rejected,interesting_but_failed_gate,1254,False,581,False,-0.002062151338975556,0.00162391956933272,state_slope=uptrend,0.0003337143531723149,0.027111265538388274,0,0000,0.0,0,8,6,5,6.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,410,False,False
62,CRV/USD,1h,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_ext=neutral + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,773,False,366,False,-0.0033202549632868673,0.000928453434452955,cross_BTC/USD_state_slope=downtrend + state_ext=neutral,0.0001760968231891845,0.04798813459695417,0,0000,0.0,0,8,7,4,6.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,458,False,False
63,DOT/USD,1h,state_weekpart=weekend + state_ext=neutral + state_vol=low_vol,rolling,4,short,rejected,interesting_but_failed_gate,670,False,453,False,-0.0024509264603212737,0.0009112551778272114,state_weekpart=weekend + state_ext=neutral,0.00010903071839291501,0.015497385356237015,0,0000,0.0,0,8,8,3,6.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,374,True,False
64,DOGE/USD,1h,state_volume=vol_quiet + state_ext=neutral,rolling,4,short,rejected,rejected_unsupported,1902,False,1000,False,-0.0039039690027165095,-0.00021789809440823362,state_ext=neutral,6.492160057213533e-05,2.8486102365832267e-11,0,0000,0.0,0,0,7,8,6.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,21,True,True
65,LINK/USD,1h,state_ret_day=ret_day_flat + state_ext=neutral,rolling,4,short,rejected,rejected_unsupported,1967,False,1008,False,-0.004110834074571934,-5.276365854011908e-05,state_ret_day=ret_day_flat,4.618178778877883e-05,7.734231699529914e-09,0,0000,0.0,0,2,7,8,6.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,35,True,True
66,DOGE/USD,1h,cross_ETH/USD_state_ext=stretched_up + state_ext=stretched_up,rolling,4,long,rejected,rejected_unsupported,674,False,128,False,-0.006207770871495933,-0.0028938417798042076,cross_ETH/USD_state_ext=stretched_up,0.0004875391559956109,7.481492030469994e-05,0,0000,0.0,0,0,7,7,6.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,138,True,False
67,DOGE/USD,1h,state_ret_day=ret_day_flat + state_ext=neutral,rolling,4,short,rejected,rejected_unsupported,1960,False,1087,False,-0.0038390038957188044,-0.0001529329874105285,state_ret_day=ret_day_flat,1.2597335900109419e-05,1.554617545806991e-08,0,0000,0.0,0,1,7,7,6.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,40,True,True
68,CRV/USD,1h,state_ret_day=ret_day_up + state_ext=stretched_down,rolling,4,short,rejected,provisional_sample_starved,33,False,14,False,0.009124236565473067,0.013372944963212889,state_ret_day=ret_day_up,0.011307513858000932,0.0009707590648746489,1,0010,0.25,0,8,8,7,6.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,231,True,False
69,DOGE/USD,1h,state_volume=vol_surge + state_ext=stretched_up,rolling,4,short,rejected,rejected_unsupported,536,False,143,False,0.0022814609972058833,0.005967531905514159,state_ext=stretched_up,0.0023829878598224403,0.26779917666551944,1,0001,0.25,0,8,8,3,6.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1076,714,False,False
