symbol,timeframe,slice_combination,window,diagnostic_status,window_start_utc,window_end_utc,window_rows,slice_n,slice_mean_ret_costadj,slice_win_rate,slice_t_stat_nw,slice_p_value_nw,slice_pass,baseline_n,baseline_mean_ret_costadj,excess_vs_baseline,best_parent_filter,best_parent_n,best_parent_mean_ret_costadj,excess_vs_best_parent,best_parent_p_value_nw
FUT/ZN,1h,state_session=morning + state_slope=flat,calendar_2024,empty_window,,,,,,,,,,,,,,,,,
FUT/ZN,1h,state_session=morning + state_slope=flat,calendar_2025,ok,2025-07-17 04:00:00+00:00,2025-12-31 21:00:00+00:00,2558.0,538.0,-0.0002637007656757278,0.4144981412639405,-2.444652610813025,0.01449917238676135,False,2558.0,-0.00023272825394374133,-3.097251173198647e-05,state_slope=flat,870.0,-0.0002295969275130613,-3.4103838162666505e-05,0.003356015549676572
FUT/ZN,1h,state_session=morning + state_slope=flat,calendar_2026_ytd,ok,2026-01-02 05:00:00+00:00,2026-07-20 18:00:00+00:00,3098.0,534.0,-3.849899161738578e-05,0.45692883895131087,-0.32332654397484445,0.7464479534780826,False,3098.0,-0.00015184485472589856,0.00011334586310851277,state_slope=flat,921.0,-8.499720136960324e-05,4.649820975221746e-05,0.33638678733796135
FUT/ZN,1h,state_session=morning + state_slope=flat,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-20 18:00:00+00:00,5616.0,1072.0,-0.00015152003121009848,0.435634328358209,-1.8287231397065118,0.06744109417584099,False,5616.0,-0.00018431857134794188,3.2798540137843395e-05,state_slope=flat,1791.0,-0.00015523827437061304,3.7182431605145582e-06,0.010573768983876963
FUT/ZN,1h,state_session=morning + state_slope=flat,latest_6m,ok,2026-01-20 18:00:00+00:00,2026-07-20 18:00:00+00:00,2837.0,485.0,-5.655778465032801e-05,0.4536082474226804,-0.4396775485696577,0.660170665706842,False,2837.0,-0.000160868233186653,0.000104310448536325,state_slope=flat,835.0,-9.212865338004719e-05,3.557086872971918e-05,0.33679036332572476
FUT/ZN,1h,state_session=afternoon + state_slope=downtrend,all,ok,2025-07-17 04:00:00+00:00,2026-07-20 18:00:00+00:00,5656.0,739.0,-0.00013012490031955715,0.40324763193504737,-2.3588436279102654,0.018331978674857474,False,5656.0,-0.00018842543025617472,5.830052993661757e-05,state_session=afternoon,2159.0,-0.00014938077034474682,1.9255870025189673e-05,1.5808319940191495e-05
FUT/ZN,1h,state_session=afternoon + state_slope=downtrend,calendar_2024,empty_window,,,,,,,,,,,,,,,,,
FUT/ZN,1h,state_session=afternoon + state_slope=downtrend,calendar_2025,ok,2025-07-17 04:00:00+00:00,2025-12-31 21:00:00+00:00,2558.0,292.0,-0.00021022000381080015,0.3664383561643836,-3.4831471563644265,0.0004955558863573017,False,2558.0,-0.00023272825394374133,2.2508250132941183e-05,state_session=afternoon,944.0,-0.00017483340505244734,-3.538659875835281e-05,4.0125303394145106e-05
FUT/ZN,1h,state_session=afternoon + state_slope=downtrend,calendar_2026_ytd,ok,2026-01-02 05:00:00+00:00,2026-07-20 18:00:00+00:00,3098.0,447.0,-7.780326671901363e-05,0.4272930648769575,-0.9722523934779299,0.33092500117289037,False,3098.0,-0.00015184485472589856,7.404158800688493e-05,state_session=afternoon,1215.0,-0.00012960522535374327,5.1801958634729636e-05,0.010600958042527253
FUT/ZN,1h,state_session=afternoon + state_slope=downtrend,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-20 18:00:00+00:00,5616.0,739.0,-0.00013012490031955715,0.40324763193504737,-2.3588436279102654,0.018331978674857474,False,5616.0,-0.00018431857134794188,5.419367102838473e-05,state_session=afternoon,2147.0,-0.00014443138750687952,1.4306487187322367e-05,2.99119411337756e-05
FUT/ZN,1h,state_session=afternoon + state_slope=downtrend,latest_6m,ok,2026-01-20 18:00:00+00:00,2026-07-20 18:00:00+00:00,2837.0,418.0,-8.771707637795995e-05,0.423444976076555,-1.0499223457283002,0.2937538168677625,False,2837.0,-0.000160868233186653,7.315115680869306e-05,state_session=afternoon,1121.0,-0.00013565041577653022,4.793333939857027e-05,0.01204272725464861
FUT/GC,1h,state_session=morning + state_ext=stretched_up,all,ok,2025-07-17 04:00:00+00:00,2026-07-20 18:00:00+00:00,5726.0,92.0,0.0009211110984981438,0.5,1.1488614410352427,0.25061311947913323,False,5726.0,-0.0003931082927870398,0.0013142193912851837,state_session=morning,2995.0,-7.861602695141332e-05,0.0009997271254495572,0.7958086549968637
FUT/GC,1h,state_session=morning + state_ext=stretched_up,calendar_2024,empty_window,,,,,,,,,,,,,,,,,
FUT/GC,1h,state_session=morning + state_ext=stretched_up,calendar_2025,ok,2025-07-17 04:00:00+00:00,2025-12-31 21:00:00+00:00,2636.0,11.0,0.0015643368103908683,0.6363636363636364,0.6753069699908728,0.49948075656505986,False,2636.0,-0.0007376713626067389,0.002302008172997607,state_ext=stretched_up,24.0,0.000739062846066735,0.0008252739643241333,0.5787658772692541
FUT/GC,1h,state_session=morning + state_ext=stretched_up,calendar_2026_ytd,ok,2026-01-02 05:00:00+00:00,2026-07-20 18:00:00+00:00,3090.0,81.0,0.0008337594586114778,0.48148148148148145,0.9880414141298023,0.3231323661058336,False,3090.0,-9.917034714149723e-05,0.0009329298057529751,state_session=morning,1614.0,0.00036773546094184237,0.0004660239976696354,0.4282705274296288
FUT/GC,1h,state_session=morning + state_ext=stretched_up,latest_12m,ok,2025-07-20 22:00:00+00:00,2026-07-20 18:00:00+00:00,5686.0,92.0,0.0009211110984981438,0.5,1.1488614410352427,0.25061311947913323,False,5686.0,-0.00038970153141820507,0.0013108126299163489,state_session=morning,2971.0,-7.080289666637452e-05,0.0009919139951645184,0.8170401615079388
FUT/GC,1h,state_session=morning + state_ext=stretched_up,latest_6m,ok,2026-01-20 18:00:00+00:00,2026-07-20 18:00:00+00:00,2829.0,70.0,0.0015124282515974578,0.5571428571428572,1.7253815028035502,0.08445874254963082,False,2829.0,5.6294248348495e-05,0.001456134003248963,state_session=morning,1470.0,0.0004970474156805835,0.0010153808359168743,0.3242980647889757
FUT/ZN,1h,state_session=lunch + state_slope=downtrend,all,ok,2025-07-17 04:00:00+00:00,2026-07-20 18:00:00+00:00,5656.0,170.0,2.69055755083391e-05,0.4411764705882353,0.23252812501724374,0.8161278451711467,False,5656.0,-0.00018842543025617472,0.00021533100576451381,state_session=lunch,503.0,-4.290728298235492e-05,6.981285849069402e-05,0.5413054488605646
FUT/ZN,1h,state_session=lunch + state_slope=downtrend,calendar_2024,empty_window,,,,,,,,,,,,,,,,,
FUT/ZN,1h,state_session=lunch + state_slope=downtrend,calendar_2025,ok,2025-07-17 04:00:00+00:00,2025-12-31 21:00:00+00:00,2558.0,71.0,9.258477303000648e-05,0.4647887323943662,0.5721312528345641,0.5672330575415891,False,2558.0,-0.00023272825394374133,0.0003253130269737478,state_session=lunch,234.0,9.781023576072316e-06,8.280374945393416e-05,0.9012945202446829
FUT/ZN,1h,state_session=lunch + state_slope=downtrend,calendar_2026_ytd,ok,2026-01-02 05:00:00+00:00,2026-07-20 18:00:00+00:00,3098.0,99.0,-2.019768736073545e-05,0.42424242424242425,-0.12633777188888382,0.8994645581409368,False,3098.0,-0.00015184485472589856,0.0001316471673651631,state_session=lunch,269.0,-8.874023366886779e-05,6.854254630813234e-05,0.4309353722963767
FUT/ZN,1h,state_session=lunch + state_slope=downtrend,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-20 18:00:00+00:00,5616.0,170.0,2.69055755083391e-05,0.4411764705882353,0.23252812501724374,0.8161278451711467,False,5616.0,-0.00018431857134794188,0.00021122414685628097,state_session=lunch,499.0,-3.909536380991043e-05,6.600093931824953e-05,0.5805134043456184
FUT/ZN,1h,state_session=lunch + state_slope=downtrend,latest_6m,ok,2026-01-20 18:00:00+00:00,2026-07-20 18:00:00+00:00,2837.0,87.0,-2.9148446314099007e-05,0.41379310344827586,-0.16330358178404367,0.8702794139052343,False,2837.0,-0.000160868233186653,0.000131719786872554,state_session=lunch,246.0,-0.00010664429360030157,7.749584728620256e-05,0.38416897529473104
FUT/NQ,1h,state_ext=neutral + state_vol=mid_vol,all,ok,2025-07-16 04:00:00+00:00,2026-07-20 18:00:00+00:00,5755.0,1867.0,3.704132431900769e-05,0.44563470808784145,0.16826002605445758,0.8663787200405795,False,5755.0,-0.00041089924512153754,0.00044794056944054525,state_vol=mid_vol,1875.0,2.4543984885291332e-05,1.249733943371636e-05,0.9113762730252857
FUT/NQ,1h,state_ext=neutral + state_vol=mid_vol,calendar_2024,empty_window,,,,,,,,,,,,,,,,,
FUT/NQ,1h,state_ext=neutral + state_vol=mid_vol,calendar_2025,ok,2025-07-16 04:00:00+00:00,2025-12-31 21:00:00+00:00,2660.0,728.0,-0.00038690371099016894,0.41208791208791207,-1.3309920307146659,0.18319163316970277,False,2660.0,-0.0004184816021105998,3.1577891120430836e-05,state_vol=mid_vol,728.0,-0.00038690371099016894,0.0,0.18319163316970277
FUT/NQ,1h,state_ext=neutral + state_vol=mid_vol,calendar_2026_ytd,ok,2026-01-02 05:00:00+00:00,2026-07-20 18:00:00+00:00,3095.0,1139.0,0.0003080088271329502,0.46707638279192276,1.02534111493871,0.30520226228356173,False,3095.0,-0.00040438258289507385,0.0007123914100280241,state_vol=mid_vol,1147.0,0.0002856895146126976,2.2319312520252598e-05,0.3428392657914725
FUT/NQ,1h,state_ext=neutral + state_vol=mid_vol,latest_12m,ok,2025-07-20 22:00:00+00:00,2026-07-20 18:00:00+00:00,5692.0,1867.0,3.704132431900769e-05,0.44563470808784145,0.16826002605445758,0.8663787200405795,False,5692.0,-0.0004033806823701022,0.0004404220066891099,state_vol=mid_vol,1875.0,2.4543984885291332e-05,1.249733943371636e-05,0.9113762730252857
FUT/NQ,1h,state_ext=neutral + state_vol=mid_vol,latest_6m,ok,2026-01-20 18:00:00+00:00,2026-07-20 18:00:00+00:00,2834.0,1000.0,0.00019505805962585738,0.455,0.6004177946667983,0.5482278314805509,False,2834.0,-0.00045799434562855836,0.0006530524052544157,state_vol=mid_vol,1008.0,0.00017055741942677697,2.4500640199080407e-05,0.6004865253838934
FUT/GC,1h,state_session=morning + state_slope=flat,all,ok,2025-07-17 04:00:00+00:00,2026-07-20 18:00:00+00:00,5726.0,814.0,0.0007225169508348329,0.5024570024570024,1.8409551154635675,0.06562813651948507,False,5726.0,-6.891707212959869e-06,0.0007294086580477928,state_slope=flat,1501.0,0.0005020231123925907,0.00022049383844224228,0.10812234433402601
FUT/GC,1h,state_session=morning + state_slope=flat,calendar_2024,empty_window,,,,,,,,,,,,,,,,,
FUT/GC,1h,state_session=morning + state_slope=flat,calendar_2025,ok,2025-07-17 04:00:00+00:00,2025-12-31 21:00:00+00:00,2636.0,366.0,0.0010475785931568905,0.5382513661202186,2.137407414649506,0.0325648688722866,True,2636.0,0.000337671362606739,0.0007099072305501515,state_slope=flat,695.0,0.0007178442149991303,0.00032973437815776024,0.04471107767266003
FUT/GC,1h,state_session=morning + state_slope=flat,calendar_2026_ytd,ok,2026-01-02 05:00:00+00:00,2026-07-20 18:00:00+00:00,3090.0,448.0,0.00045695319840208026,0.4732142857142857,0.7861385423946801,0.4317863263214685,False,3090.0,-0.00030082965285850214,0.0007577828512605825,state_slope=flat,806.0,0.00031592427081499123,0.00014102892758708903,0.5134942889707184
FUT/GC,1h,state_session=morning + state_slope=flat,latest_12m,ok,2025-07-20 22:00:00+00:00,2026-07-20 18:00:00+00:00,5686.0,814.0,0.0007225169508348329,0.5024570024570024,1.8409551154635675,0.06562813651948507,False,5686.0,-1.0298468581794714e-05,0.0007328154194166277,state_slope=flat,1501.0,0.0005020231123925907,0.00022049383844224228,0.10812234433402601
FUT/GC,1h,state_session=morning + state_slope=flat,latest_6m,ok,2026-01-20 18:00:00+00:00,2026-07-20 18:00:00+00:00,2829.0,417.0,0.00038563869557624417,0.4580335731414868,0.6253286036084369,0.5317554104897695,False,2829.0,-0.00045629424834849443,0.0008419329439247386,state_slope=flat,727.0,0.00023149093482530836,0.0001541477607509358,0.6572371384909077
FUT/GC,1h,state_ext=neutral + state_slope=flat,all,ok,2025-07-17 04:00:00+00:00,2026-07-20 18:00:00+00:00,5726.0,1493.0,0.0004951149877123339,0.4869390488948426,1.6048025592030024,0.1085372626029053,False,5726.0,-6.891707212959869e-06,0.0005020066949252937,state_slope=flat,1501.0,0.0005020231123925907,-6.90812468025681e-06,0.10812234433402601
FUT/GC,1h,state_ext=neutral + state_slope=flat,calendar_2024,empty_window,,,,,,,,,,,,,,,,,
FUT/GC,1h,state_ext=neutral + state_slope=flat,calendar_2025,ok,2025-07-17 04:00:00+00:00,2025-12-31 21:00:00+00:00,2636.0,695.0,0.0007178442149991303,0.5136690647482014,2.007362509711892,0.04471107767266003,True,2636.0,0.000337671362606739,0.0003801728523923913,state_slope=flat,695.0,0.0007178442149991303,0.0,0.04471107767266003
FUT/GC,1h,state_ext=neutral + state_slope=flat,calendar_2026_ytd,ok,2026-01-02 05:00:00+00:00,2026-07-20 18:00:00+00:00,3090.0,798.0,0.00030113401908536187,0.46365914786967416,0.6324767879137972,0.527075371499337,False,3090.0,-0.00030082965285850214,0.000601963671943864,state_slope=flat,806.0,0.00031592427081499123,-1.4790251729629369e-05,0.5134942889707184
FUT/GC,1h,state_ext=neutral + state_slope=flat,latest_12m,ok,2025-07-20 22:00:00+00:00,2026-07-20 18:00:00+00:00,5686.0,1493.0,0.0004951149877123339,0.4869390488948426,1.6048025592030024,0.1085372626029053,False,5686.0,-1.0298468581794714e-05,0.0005054134562941286,state_slope=flat,1501.0,0.0005020231123925907,-6.90812468025681e-06,0.10812234433402601
FUT/GC,1h,state_ext=neutral + state_slope=flat,latest_6m,ok,2026-01-20 18:00:00+00:00,2026-07-20 18:00:00+00:00,2829.0,719.0,0.00021413615378474963,0.4506258692628651,0.41700546323715304,0.6766744116721959,False,2829.0,-0.00045629424834849443,0.0006704304021332441,state_slope=flat,727.0,0.00023149093482530836,-1.7354781040558723e-05,0.6572371384909077
FUT/NQ,1h,state_session=afternoon + state_ext=stretched_down,all,ok,2025-07-16 04:00:00+00:00,2026-07-20 18:00:00+00:00,5755.0,47.0,0.0028434035065862413,0.7021276595744681,2.5797883862409616,0.009886087484289874,True,5755.0,1.0899245121537766e-05,0.0028325042614647036,state_ext=stretched_down,103.0,0.001664911014967356,0.0011784924916188853,0.12895546628218013
FUT/NQ,1h,state_session=afternoon + state_ext=stretched_down,calendar_2024,empty_window,,,,,,,,,,,,,,,,,
FUT/NQ,1h,state_session=afternoon + state_ext=stretched_down,calendar_2025,ok,2025-07-16 04:00:00+00:00,2025-12-31 21:00:00+00:00,2660.0,15.0,0.0027076777207773804,0.6666666666666666,1.0921858207933184,0.27475143353329656,False,2660.0,1.848160211059983e-05,0.0026891961186667804,state_ext=stretched_down,32.0,0.00082860012573541,0.0018790775950419704,0.6688771006536909
FUT/NQ,1h,state_session=afternoon + state_ext=stretched_down,calendar_2026_ytd,ok,2026-01-02 05:00:00+00:00,2026-07-20 18:00:00+00:00,3095.0,32.0,0.002907024968684146,0.71875,2.637346002747735,0.008355755502030604,True,3095.0,4.382582895074096e-06,0.002902642385789072,state_ext=stretched_down,71.0,0.0020418398664521762,0.0008651851022319699,0.12215196134926654
FUT/NQ,1h,state_session=afternoon + state_ext=stretched_down,latest_12m,ok,2025-07-20 22:00:00+00:00,2026-07-20 18:00:00+00:00,5692.0,47.0,0.0028434035065862413,0.7021276595744681,2.5797883862409616,0.009886087484289874,True,5692.0,3.3806823701024074e-06,0.0028400228242161387,state_ext=stretched_down,103.0,0.001664911014967356,0.0011784924916188853,0.12895546628218013
FUT/NQ,1h,state_session=afternoon + state_ext=stretched_down,latest_6m,ok,2026-01-20 18:00:00+00:00,2026-07-20 18:00:00+00:00,2834.0,32.0,0.002907024968684146,0.71875,2.637346002747735,0.008355755502030604,True,2834.0,5.799434562855867e-05,0.0028490306230555874,state_ext=stretched_down,66.0,0.0020568686508259976,0.0008501563178581486,0.13938700920531977
FUT/ZN,1h,state_session=lunch + state_slope=uptrend,all,ok,2025-07-17 04:00:00+00:00,2026-07-20 18:00:00+00:00,5656.0,164.0,-1.1986129413014288e-05,0.5,-0.1141451861436743,0.9091227029144862,False,5656.0,-0.00018842543025617472,0.00017643930084316044,state_session=lunch,503.0,-4.290728298235492e-05,3.092115356934063e-05,0.5413054488605646
FUT/ZN,1h,state_session=lunch + state_slope=uptrend,calendar_2024,empty_window,,,,,,,,,,,,,,,,,
FUT/ZN,1h,state_session=lunch + state_slope=uptrend,calendar_2025,ok,2025-07-17 04:00:00+00:00,2025-12-31 21:00:00+00:00,2558.0,73.0,0.00012198308867948589,0.547945205479452,0.9692731612299226,0.3324089164816162,False,2558.0,-0.00023272825394374133,0.0003547113426232272,state_session=lunch,234.0,9.781023576072316e-06,0.00011220206510341357,0.9012945202446829
