symbol,timeframe,slice_combination,sample_count,mean_fwd_ret_5,side,tradeable_mean_fwd_ret_5,win_rate,mean_mfe_5,mean_mae_5,fwd_ret_ratio,research_shard_id
AMAT,1h,state_volume=vol_surge + state_ext=neutral + state_slope=downtrend,48,0.0146170439714441,long,0.0146170439714441,0.6666666666666666,0.0309545720420221,-0.0103352943834387,0.419942746738667,1h-00
AFRM,1h,state_ext=stretched_up + state_slope=downtrend,43,0.0145489729600882,long,0.0145489729600882,0.627906976744186,0.0356706198846696,-0.0194771608957053,0.4495881166949232,1h-00
ABBV,1h,cross_USO_state_slope=downtrend + cross_TLT_state_ext=stretched_down + state_ext=stretched_down,17,-0.0144831021081529,short,0.0144831021081529,0.3529411764705882,0.0243825775844637,-0.0404636059516748,-0.338615949630496,1h-00
AA,1h,cross_TLT_state_ext=stretched_down + state_ext=stretched_down,35,0.0144021133757106,long,0.0144021133757106,0.6,0.0537993736786976,-0.0272829360238989,0.2286001636183966,1h-00
AMC,1h,state_vix=vix_low + state_breadth=breadth_mixed + state_ext=stretched_up,94,-0.0143053805969198,short,0.0143053805969198,0.3404255319148936,0.0349718656606901,-0.0453472175954336,-0.2020547167996657,1h-00
AA,1h,state_session=lunch + state_ext=stretched_down + state_slope=flat,56,0.0142801071097907,long,0.0142801071097907,0.6607142857142857,0.0343791947419628,-0.0162257847439942,0.3815026654877881,1h-00
AFRM,1h,cross_TLT_state_ext=stretched_down + state_ext=stretched_down,21,0.0142323112343814,long,0.0142323112343814,0.7142857142857143,0.0343161335077789,-0.022084136369509,0.3225704229789021,1h-00
AFRM,1h,cross_USO_state_ext=stretched_down + state_ext=stretched_down,194,0.0142154396972938,long,0.0142154396972938,0.634020618556701,0.0405886614277161,-0.0265691108784702,0.2328879475609024,1h-00
AMC,1h,state_vix=vix_low + state_breadth=breadth_weak + state_ext=stretched_down,15,-0.0142045569771,short,0.0142045569771,0.2,0.0243780283623863,-0.02889830164428,-0.540687462414732,1h-00
ADI,1h,state_vix=vix_high + state_breadth=breadth_weak + state_ext=stretched_up,22,-0.0141216469475386,short,0.0141216469475386,0.4090909090909091,0.018083030229071,-0.0422082641653661,-0.3242515781183293,1h-00
